cve_id,published,last_modified,vuln_status,cwe_id,nvd_extracted_at_utc,cvss_version,cvss_source,base_score,severity,attack_vector,attack_complexity,privileges_required,user_interaction,confidentiality_impact,integrity_impact,availability_impact,vendor_project,product,vulnerability_name,date_added,short_description,required_action,due_date,known_ransomware_campaign_use,notes,kev_extracted_at_utc,in_kev,days_to_kev
CVE-2024-56938,2025-02-12 22:15:40.430000+00:00,2026-06-17 08:13:05.447000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-1229,2025-02-12 22:15:41.667000+00:00,2026-06-17 08:38:38.837000+00:00,Deferred,CWE-77,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,5.3,MEDIUM,NETWORK,LOW,LOW,NONE,,,,,,,,,,,,,,0,
CVE-2025-0692,2025-02-13 06:15:21.353000+00:00,2026-06-17 08:26:58.893000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,3.5,LOW,NETWORK,LOW,HIGH,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-26547,2025-02-13 14:16:20.347000+00:00,2026-06-17 09:02:00.243000+00:00,Deferred,CWE-352,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-26552,2025-02-13 14:16:21.787000+00:00,2026-06-17 09:02:00.730000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-22480,2025-02-13 16:16:48.777000+00:00,2026-06-17 08:47:40.600000+00:00,Analyzed,CWE-59,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.8,HIGH,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-25356,2025-02-13 16:16:49.613000+00:00,2026-06-17 09:00:41.950000+00:00,Analyzed,CWE-89,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.2,HIGH,NETWORK,LOW,HIGH,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-25897,2025-02-13 16:16:49.790000+00:00,2026-06-17 09:01:16.753000+00:00,Modified,CWE-787,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,7.5,HIGH,NETWORK,LOW,NONE,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-23411,2025-02-13 22:15:11.913000+00:00,2026-06-17 08:54:09.123000+00:00,Analyzed,CWE-352,2026-09-10T23:40:04.178604Z,4.0,ics-cert@hq.dhs.gov,5.1,MEDIUM,NETWORK,LOW,NONE,ACTIVE,,,,,,,,,,,,,,0,
CVE-2024-53310,2025-02-13 23:15:10.493000+00:00,2026-06-17 08:08:47.600000+00:00,Deferred,CWE-122,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.5,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2024-2240,2025-02-14 05:15:11.550000+00:00,2026-06-17 07:24:06.587000+00:00,Analyzed,CWE-250,2026-09-10T23:40:04.178604Z,4.0,sirt@brocade.com,8.6,HIGH,NETWORK,LOW,HIGH,NONE,,,,,,,,,,,,,,0,
CVE-2025-26791,2025-02-14 09:15:08.067000+00:00,2026-06-17 09:02:26.640000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-0821,2025-02-14 11:15:10.230000+00:00,2026-06-17 08:27:12.140000+00:00,Analyzed,CWE-89,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2025-26524,2025-02-14 12:15:29.887000+00:00,2026-06-17 09:01:57.910000+00:00,Deferred,CWE-799,2026-09-10T23:40:04.178604Z,4.0,vdisclose@cert-in.org.in,5.1,MEDIUM,NETWORK,LOW,HIGH,NONE,,,,,,,,,,,,,,0,
CVE-2025-23534,2025-02-14 13:15:43.980000+00:00,2026-06-17 08:55:09.700000+00:00,Deferred,CWE-862,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-23790,2025-02-14 13:15:47.417000+00:00,2026-06-17 08:57:13.667000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-23857,2025-02-14 13:15:47.837000+00:00,2026-06-17 08:57:37.690000+00:00,Modified,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-24565,2025-02-14 13:15:48.540000+00:00,2026-06-17 08:59:14.270000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.1,HIGH,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-25988,2025-02-14 17:15:21.157000+00:00,2026-06-17 09:01:23.047000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,4.8,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-25290,2025-02-14 20:15:35.593000+00:00,2026-06-17 09:00:37.507000+00:00,Deferred,CWE-1333,2026-09-10T23:40:04.178604Z,3.1,security-advisories@github.com,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,NONE,NONE,LOW,,,,,,,,,,,0,
CVE-2025-25296,2025-02-14 20:15:36.103000+00:00,2026-06-17 09:00:38.237000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,security-advisories@github.com,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-0592,2025-02-14 21:15:16.543000+00:00,2026-06-17 08:26:46.620000+00:00,Deferred,CWE-924,2026-09-10T23:40:04.178604Z,3.1,psirt@sick.de,8.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-4282,2025-02-15 00:15:13.370000+00:00,2026-06-17 08:01:35.640000+00:00,Analyzed,CWE-327,2026-09-10T23:40:04.178604Z,4.0,sirt@brocade.com,8.2,HIGH,NETWORK,LOW,NONE,NONE,,,,,,,,,,,,,,0,
CVE-2025-0997,2025-02-15 02:15:09.377000+00:00,2026-06-17 08:27:29.613000+00:00,Analyzed,CWE-416,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,8.1,HIGH,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,NONE,,,,,,,,,,,0,
CVE-2025-1355,2025-02-16 17:15:07.973000+00:00,2026-06-17 08:38:58.250000+00:00,Analyzed,CWE-434,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,6.9,MEDIUM,NETWORK,LOW,NONE,NONE,,,,,,,,,,,,,,0,
CVE-2025-26767,2025-02-16 23:15:11.350000+00:00,2026-06-17 09:02:23.997000+00:00,Modified,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-26769,2025-02-17 12:15:28.550000+00:00,2026-06-17 09:02:24.203000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,6.5,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2024-25066,2025-02-17 21:15:10.993000+00:00,2026-06-17 07:15:26.647000+00:00,Deferred,CWE-611,2026-09-10T23:40:04.178604Z,3.1,cve@mitre.org,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,LOW,NONE,,,,,,,,,,,0,
CVE-2025-20075,2025-02-18 00:15:21.107000+00:00,2026-06-17 08:40:37.937000+00:00,Deferred,CWE-918,2026-09-10T23:40:04.178604Z,3.0,vultures@jpcert.or.jp,7.2,HIGH,NETWORK,LOW,NONE,NONE,LOW,NONE,LOW,,,,,,,,,,,0,
CVE-2024-13538,2025-02-18 05:15:13.127000+00:00,2026-06-17 07:02:13.050000+00:00,Modified,CWE-22,2026-09-10T23:40:04.178604Z,3.1,security@wordfence.com,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,,,,,,,,,,,0,
CVE-2024-13622,2025-02-18 05:15:17.557000+00:00,2026-06-17 07:02:23.507000+00:00,Modified,CWE-200,2026-09-10T23:40:04.178604Z,3.1,security@wordfence.com,7.5,HIGH,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-57964,2025-02-18 07:15:08.920000+00:00,2026-06-17 08:14:19.993000+00:00,Deferred,CWE-427,2026-09-10T23:40:04.178604Z,3.1,hirt@hitachi.co.jp,7.3,HIGH,LOCAL,LOW,LOW,REQUIRED,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-13704,2025-02-18 08:15:09.820000+00:00,2026-06-17 07:02:34.527000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-39327,2025-02-18 17:15:18.440000+00:00,2026-06-17 07:41:43.413000+00:00,Deferred,CWE-284,2026-09-10T23:40:04.178604Z,3.1,cve@mitre.org,9.9,CRITICAL,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-49589,2025-02-18 18:15:25.300000+00:00,2026-06-17 08:00:00.953000+00:00,Deferred,CWE-770,2026-09-10T23:40:04.178604Z,3.1,cve-coordination@palantir.com,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2024-45783,2025-02-18 20:15:19.560000+00:00,2026-06-29 23:16:41.793000+00:00,Deferred,CWE-911,2026-09-10T23:40:04.178604Z,3.1,secalert@redhat.com,4.4,MEDIUM,LOCAL,LOW,HIGH,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
CVE-2025-26617,2025-02-18 21:15:30.137000+00:00,2026-06-17 09:02:08.290000+00:00,Analyzed,CWE-89,2026-09-10T23:40:04.178604Z,4.0,security-advisories@github.com,10.0,CRITICAL,NETWORK,LOW,NONE,NONE,,,,,,,,,,,,,,0,
CVE-2024-57256,2025-02-18 23:15:09.710000+00:00,2026-06-17 08:13:28.053000+00:00,Modified,CWE-190,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,6.8,MEDIUM,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-25472,2025-02-18 23:15:10.453000+00:00,2026-06-17 09:00:49.027000+00:00,Analyzed,CWE-120,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,NONE,LOW,NONE,,,,,,,,,,,0,
CVE-2025-1447,2025-02-19 01:15:09.407000+00:00,2026-06-17 08:39:09.070000+00:00,Deferred,CWE-918,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,5.3,MEDIUM,NETWORK,LOW,LOW,NONE,,,,,,,,,,,,,,0,
CVE-2025-22622,2025-02-19 04:15:10.550000+00:00,2026-06-17 08:48:47.147000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,help@fluidattacks.com,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,NONE,LOW,NONE,,,,,,,,,,,0,
CVE-2024-13676,2025-02-19 08:15:19.190000+00:00,2026-06-17 07:02:30.883000+00:00,Deferred,CWE-89,2026-09-10T23:40:04.178604Z,3.1,security@wordfence.com,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-13719,2025-02-19 08:15:20.737000+00:00,2026-06-17 07:02:36.250000+00:00,Modified,CWE-862,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,LOW,NONE,NONE,,,,,,,,,,,0,
CVE-2024-13336,2025-02-19 09:15:09.083000+00:00,2026-06-17 07:01:48.543000+00:00,Analyzed,CWE-352,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,4.3,MEDIUM,NETWORK,LOW,NONE,REQUIRED,NONE,LOW,NONE,,,,,,,,,,,0,
CVE-2024-13339,2025-02-19 09:15:09.240000+00:00,2026-06-17 07:01:48.900000+00:00,Modified,CWE-352,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.4,MEDIUM,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-13364,2025-02-19 09:15:09.547000+00:00,2026-06-17 07:01:52.290000+00:00,Modified,CWE-862,2026-09-10T23:40:04.178604Z,3.1,security@wordfence.com,5.3,MEDIUM,NETWORK,LOW,NONE,NONE,NONE,LOW,NONE,,,,,,,,,,,0,
CVE-2025-1135,2025-02-19 09:15:10.823000+00:00,2026-06-17 08:38:26.707000+00:00,Analyzed,CWE-89,2026-09-10T23:40:04.178604Z,4.0,b7efe717-a805-47cf-8e9a-921fca0ce0ce,9.3,CRITICAL,NETWORK,LOW,HIGH,NONE,,,,,,,,,,,,,,0,
CVE-2024-13483,2025-02-19 12:15:30.900000+00:00,2026-06-17 07:02:06.280000+00:00,Analyzed,CWE-89,2026-09-10T23:40:04.178604Z,3.1,security@wordfence.com,7.5,HIGH,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-13485,2025-02-19 12:15:31.047000+00:00,2026-06-17 07:02:06.590000+00:00,Analyzed,CWE-89,2026-09-10T23:40:04.178604Z,3.1,security@wordfence.com,7.5,HIGH,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-28777,2025-02-19 16:15:39.363000+00:00,2026-06-17 07:21:46.860000+00:00,Analyzed,CWE-502,2026-09-10T23:40:04.178604Z,3.1,psirt@us.ibm.com,8.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-1006,2025-02-19 17:15:15.050000+00:00,2026-06-17 08:38:12.640000+00:00,Analyzed,CWE-416,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,8.8,HIGH,NETWORK,LOW,NONE,REQUIRED,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-0893,2025-02-19 18:15:24.127000+00:00,2026-06-17 08:27:19.677000+00:00,Deferred,CWE-269,2026-09-10T23:40:04.178604Z,3.1,secure@symantec.com,7.8,HIGH,LOCAL,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-37363,2025-02-20 00:15:19.750000+00:00,2026-06-17 07:38:13.547000+00:00,Deferred,CWE-862,2026-09-10T23:40:04.178604Z,3.1,security.vulnerabilities@hitachivantara.com,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2025-1223,2025-02-20 01:15:09.837000+00:00,2026-06-17 08:38:38.063000+00:00,Analyzed,CWE-427,2026-09-10T23:40:04.178604Z,4.0,secure@citrix.com,5.9,MEDIUM,LOCAL,LOW,LOW,NONE,,,,,,,,,,,,,,0,
CVE-2023-51308,2025-02-20 15:15:11.793000+00:00,2026-06-17 06:40:40.580000+00:00,Modified,CWE-80,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-25674,2025-02-20 23:15:12.767000+00:00,2026-06-17 09:01:00.450000+00:00,Analyzed,CWE-120,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-25676,2025-02-20 23:15:12.977000+00:00,2026-06-17 09:01:00.760000+00:00,Analyzed,CWE-120,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,9.8,CRITICAL,NETWORK,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-13388,2025-02-21 04:15:09.353000+00:00,2026-06-17 07:01:55.193000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-13585,2025-02-21 06:15:20.557000+00:00,2026-06-17 07:02:18.817000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,3.5,LOW,NETWORK,LOW,HIGH,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-0727,2025-02-21 09:15:09.010000+00:00,2026-06-17 08:27:03.133000+00:00,Analyzed,CWE-191,2026-09-10T23:40:04.178604Z,4.0,emo@eclipse.org,5.3,MEDIUM,NETWORK,LOW,LOW,NONE,,,,,,,,,,,,,,0,
CVE-2025-25510,2025-02-21 17:15:14.567000+00:00,2026-06-17 09:00:50.970000+00:00,Analyzed,CWE-120,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-25878,2025-02-21 18:16:13.547000+00:00,2026-06-17 09:01:15.673000+00:00,Analyzed,CWE-89,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,3.8,LOW,NETWORK,LOW,HIGH,NONE,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-25767,2025-02-21 19:15:14.253000+00:00,2026-06-17 09:01:10.400000+00:00,Analyzed,CWE-266,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,4.8,MEDIUM,NETWORK,HIGH,NONE,NONE,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-25768,2025-02-21 19:15:14.363000+00:00,2026-06-17 09:01:10.553000+00:00,Analyzed,CWE-77,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.4,MEDIUM,ADJACENT_NETWORK,LOW,NONE,NONE,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2019-8900,2025-02-21 22:15:10.393000+00:00,2026-06-17 02:42:45.217000+00:00,Analyzed,CWE-94,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.8,MEDIUM,PHYSICAL,LOW,NONE,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-27108,2025-02-21 22:15:14.170000+00:00,2026-06-17 09:03:02.953000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,6.1,MEDIUM,NETWORK,LOW,NONE,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-13564,2025-02-22 09:15:23.687000+00:00,2026-06-17 07:02:16.157000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2024-13869,2025-02-22 13:15:10.920000+00:00,2026-06-17 07:02:53.217000+00:00,Analyzed,CWE-434,2026-09-10T23:40:04.178604Z,3.1,security@wordfence.com,7.2,HIGH,NETWORK,LOW,HIGH,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-1577,2025-02-23 07:15:08.970000+00:00,2026-06-17 08:39:23.633000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,5.1,MEDIUM,NETWORK,LOW,LOW,PASSIVE,,,,,,,,,,,,,,0,
CVE-2025-1585,2025-02-23 14:15:09.110000+00:00,2026-06-17 08:39:24.863000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,4.8,MEDIUM,NETWORK,LOW,HIGH,PASSIVE,,,,,,,,,,,,,,0,
CVE-2025-1590,2025-02-23 19:15:08.780000+00:00,2026-06-17 08:39:25.543000+00:00,Analyzed,CWE-284,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,5.1,MEDIUM,NETWORK,LOW,HIGH,NONE,,,,,,,,,,,,,,0,
CVE-2025-1618,2025-02-24 05:15:10.980000+00:00,2026-06-17 08:39:28.540000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,5.3,MEDIUM,NETWORK,LOW,NONE,PASSIVE,,,,,,,,,,,,,,0,
CVE-2024-12308,2025-02-24 06:15:10.977000+00:00,2026-06-17 06:59:28.343000+00:00,Analyzed,CWE-79,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-27265,2025-02-24 15:15:14.310000+00:00,2026-06-17 09:03:18.330000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,6.5,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-27303,2025-02-24 15:15:16.123000+00:00,2026-06-17 09:03:22.007000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,5.9,MEDIUM,NETWORK,LOW,HIGH,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-27312,2025-02-24 15:15:16.917000+00:00,2026-06-17 09:03:22.893000+00:00,Deferred,CWE-89,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,8.5,HIGH,NETWORK,LOW,LOW,NONE,HIGH,NONE,LOW,,,,,,,,,,,0,
CVE-2025-27323,2025-02-24 15:15:17.887000+00:00,2026-06-17 09:03:24.077000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,6.5,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-27329,2025-02-24 15:15:18.493000+00:00,2026-06-17 09:03:24.660000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,6.5,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-27340,2025-02-24 15:15:19.567000+00:00,2026-06-17 09:03:25.723000+00:00,Deferred,CWE-352,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,5.4,MEDIUM,NETWORK,LOW,NONE,REQUIRED,NONE,LOW,LOW,,,,,,,,,,,0,
CVE-2025-26532,2025-02-24 20:15:34.053000+00:00,2026-06-17 09:01:58.760000+00:00,Analyzed,CWE-863,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,4.3,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,LOW,NONE,,,,,,,,,,,0,
CVE-2024-53542,2025-02-24 23:15:09.410000+00:00,2026-06-17 08:08:58.097000+00:00,Deferred,CWE-284,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,6.5,MEDIUM,NETWORK,LOW,NONE,NONE,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-1643,2025-02-25 01:15:09.783000+00:00,2026-06-17 08:39:31.260000+00:00,Analyzed,CWE-352,2026-09-10T23:40:04.178604Z,4.0,cna@vuldb.com,5.3,MEDIUM,NETWORK,LOW,NONE,PASSIVE,,,,,,,,,,,,,,0,
CVE-2024-34035,2025-02-25 15:15:21.630000+00:00,2026-06-17 07:32:47.537000+00:00,Deferred,CWE-400,2026-09-10T23:40:04.178604Z,3.1,134c704f-9b21-4f2e-91b3-4a467353bcc0,5.7,MEDIUM,PHYSICAL,LOW,NONE,NONE,LOW,LOW,HIGH,,,,,,,,,,,0,
CVE-2025-26753,2025-02-25 15:15:23.750000+00:00,2026-06-17 09:02:22.630000+00:00,Deferred,CWE-22,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.5,HIGH,NETWORK,LOW,NONE,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2025-26877,2025-02-25 15:15:24.380000+00:00,2026-06-17 09:02:32.010000+00:00,Modified,CWE-79,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,5.4,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,NONE,,,,,,,,,,,0,
CVE-2025-26905,2025-02-25 15:15:26.127000+00:00,2026-06-17 09:02:34.883000+00:00,Deferred,CWE-22,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.5,HIGH,NETWORK,HIGH,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2025-26952,2025-02-25 15:15:28.870000+00:00,2026-06-17 09:02:39.490000+00:00,Deferred,CWE-79,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,6.5,MEDIUM,NETWORK,LOW,LOW,REQUIRED,LOW,LOW,LOW,,,,,,,,,,,0,
CVE-2025-26957,2025-02-25 15:15:29.010000+00:00,2026-06-17 09:02:39.970000+00:00,Deferred,CWE-98,2026-09-10T23:40:04.178604Z,3.1,audit@patchstack.com,7.5,HIGH,NETWORK,HIGH,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-12368,2025-02-25 18:15:27.020000+00:00,2026-06-17 06:59:35.310000+00:00,Analyzed,CWE-284,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,8.8,HIGH,NETWORK,LOW,LOW,NONE,HIGH,HIGH,HIGH,,,,,,,,,,,0,
CVE-2024-36259,2025-02-25 19:15:14.343000+00:00,2026-06-17 07:36:23.450000+00:00,Analyzed,CWE-284,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,HIGH,NONE,NONE,,,,,,,,,,,0,
CVE-2024-27239,2025-02-25 21:15:14.863000+00:00,2026-06-17 07:19:30.297000+00:00,Modified,CWE-416,2026-09-10T23:40:04.178604Z,3.1,nvd@nist.gov,6.5,MEDIUM,NETWORK,LOW,LOW,NONE,NONE,NONE,HIGH,,,,,,,,,,,0,
